qseqid,strain,contig,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,position
group9392,3217-14,3217-14_02936,unitig_0,96.21,1083,41,0,1,1083,164103,163021,0,1773,265
group6955,3209-6,3209-6_03812,unitig_0,95.14,1029,50,0,1,1029,164544,165572,0,1624,266
group13521,3218-15,3218-15_05486,unitig_0,98.03,813,16,0,1,813,165720,166532,0,1413,267
group9015,3217-14,3217-14_02933,unitig_0,96.51,1461,51,0,1,1461,166535,167995,0,2416,268
group12829,3209-6,3209-6_03809,unitig_0,97.41,771,20,0,1,771,167998,168768,0,1314,269
group13520,3215-12,3215-12_03791,unitig_0,92.62,1749,128,1,1,1748,168772,170520,0,2514,270
group13518,3219-16,3219-16_05576,unitig_0,95.64,1722,75,0,1,1722,170805,172526,0,2765,271
group9669,3213-10,3213-10_03353,unitig_0,97.15,666,19,0,1,666,172523,173188,0,1125,272
group14928,3221-18,3221-18_05579,unitig_0,97.61,795,19,0,1,795,173203,173997,0,1363,273
group7438,3219-16,3219-16_05573,unitig_0,97.4,924,24,0,1,924,173991,174914,0,1574,274
group5936,3218-15,3218-15_05478,unitig_0,97.64,1185,28,0,1,1185,174911,176095,0,2034,275
group4766,3208-5,3208-5_04629,unitig_0,97.47,831,21,0,1,831,176133,176963,0,1419,276
group4767,3213-10,3213-10_03348,unitig_0,97.79,1269,28,0,1,1269,176968,178236,0,2189,277
group14927,3221-18,3221-18_05574,unitig_0,96.45,1041,37,0,1,1041,178252,179292,0,1718,278
group7619,3218-15,3218-15_05474,unitig_0,96.02,753,30,0,1,753,179307,180059,0,1225,279
group13515,3209-6,3209-6_03798,unitig_0,96.67,900,30,0,1,900,180139,181038,0,1496,280
group13514,3208-5,3208-5_04624,unitig_0,92.48,1515,114,0,1,1515,181653,183167,0,2167,281
group6954,3213-10,3213-10_03342,unitig_0,95.82,1101,46,0,1,1101,183164,184264,0,1779,282
group11531,3211-8,3211-8_00977,unitig_0,92.47,744,56,0,1,744,184261,185004,0,1064,283
group12554,3350-144B,3350-144B_07236,unitig_0,89.77,88,8,1,165,252,185162,185248,4.00E-25,111,284
group13513,3217-14,3217-14_02917,unitig_0,92.11,849,67,0,1,849,185271,186119,0,1197,285
group8365,3237-39,3237-39_05376,unitig_0,94.44,54,3,0,403,456,186118,186065,2.00E-16,84.2,286
group16622,3321-125,3321-125_03688,unitig_0,94.74,38,1,1,1,37,186151,186188,3.00E-09,58.4,287
group4249,3214-11,3214-11_01166,unitig_0,100,31,0,0,1,31,186151,186181,2.00E-08,58.4,288
group17822,3346-141A,3346-141A_00572,unitig_0,100,270,0,0,1,270,186170,186439,7.00E-142,499,289
group3477,3219-16,3219-16_06816,unitig_0,90.91,341,22,6,288,627,186188,186520,3.00E-126,449,290
group8981,3381-156,3381-156_06536,unitig_0,91.01,178,14,2,1,177,186344,186520,4.00E-63,239,291
group10718,3294-99B,3294-99B_06945,unitig_0,96.18,445,15,1,331,773,187572,188016,0,726,292
group4884,3210-7,3210-7_06917,unitig_0,92.65,1564,112,1,1,1561,187747,189310,0,2248,293
group14460,3268-72,3268-72_06338,unitig_0,96.53,173,6,0,1,173,187844,188016,4.00E-78,287,294
group4883,3209-6,3209-6_03788,unitig_0,95,720,36,0,1,720,189322,190041,0,1131,295
group4882,3208-5,3208-5_04614,unitig_0,95.04,383,19,0,1,383,190201,190583,8.00E-173,603,296
group4881,3210-7,3210-7_06921,unitig_0,95.02,1425,71,0,1,1425,192119,190695,0,2239,297
group18305,3258-60,3258-60_01968,unitig_0,94.25,400,22,1,1,399,192371,192770,5.00E-175,610,298
group4880,3214-11,3214-11_01124,unitig_0,93.15,993,68,0,1,993,192371,193363,0,1458,299
group8492,3341-137B,3341-137B_06058,unitig_0,94.88,644,33,0,1,644,192371,193014,0,1007,300
group13679,3257-59,3257-59_01431,unitig_0,98.21,168,3,0,1,168,193196,193363,2.00E-80,294,301
group12284,3344-140A,3344-140A_00453,unitig_0,91.01,89,8,0,8,96,193447,193535,2.00E-28,121,302
group4879,3212-9,3212-9_05530,unitig_0,95.49,1485,67,0,1,1485,193643,195127,0,2372,303
group17328,3375-154A,3375-154A_01974,unitig_0,95.08,244,11,1,1,243,195130,195373,7.00E-107,383,304
group4878,3208-5,3208-5_04610,unitig_0,91.47,539,46,0,1,539,195130,195668,0,741,305
group5930,3241-43,3241-43_01472,unitig_0,99.02,918,9,0,1,918,196610,195693,0,1646,306
group4877,3213-10,3213-10_03328,unitig_0,95.2,417,20,0,1,417,197568,197984,0,660,307
group4876,3214-11,3214-11_01128,unitig_0,94.52,712,35,4,1,708,198196,198907,0,1096,308
group4875,3215-12,3215-12_03822,unitig_0,97.11,968,28,0,1,968,199882,198915,0,1633,309
group4874,3211-8,3211-8_00997,unitig_0,95.11,307,15,0,1,307,200085,200391,2.00E-137,484,310
group4873,3213-10,3213-10_03324,unitig_0,94.69,867,44,2,1,866,201471,200606,0,1345,311
group4871,3213-10,3213-10_03322,unitig_0,95.41,1374,63,0,1,1374,203162,201789,0,2189,312
group4870,3214-11,3214-11_01135,unitig_0,93.73,734,46,0,1,734,204047,203314,0,1101,313
group4869,3210-7,3210-7_05534,unitig_0,94.6,1501,79,2,1,1500,205563,204064,0,2322,314
group4868,3209-6,3209-6_03773,unitig_0,97.3,408,11,0,1,408,206033,205626,0,693,315
group4867,3214-11,3214-11_01138,unitig_0,92.52,909,68,0,1,909,206389,207297,0,1303,316
group7649,3400-168B,3400-168B_04971,unitig_0,94.25,261,15,0,1,261,206389,206649,8.00E-112,399,317
group4866,3215-12,3215-12_03831,unitig_0,94.48,1159,64,0,1,1159,207393,208551,0,1786,318
group5484,3209-6,3209-6_03770,unitig_0,96.44,984,35,0,13,996,209571,208588,0,1624,319
group5483,3212-9,3212-9_05545,unitig_0,95.54,852,38,0,1,852,209726,210577,0,1363,320
group5482,3210-7,3210-7_05540,unitig_0,94.98,897,45,0,1,897,211487,210591,0,1408,321
group5481,3208-5,3208-5_04594,unitig_0,94.38,1440,81,0,1,1440,211649,213088,0,2211,322
group5480,3211-8,3211-8_01010,unitig_0,92.33,1200,92,0,1,1200,213085,214284,0,1707,323
group5479,3212-9,3212-9_05549,unitig_0,92.98,1311,92,0,1,1311,214341,215651,0,1912,324
group5478,3214-11,3214-11_01146,unitig_0,91.84,441,36,0,1,441,215694,216134,1.00E-176,616,325
group5477,3212-9,3212-9_05551,unitig_0,95.85,675,28,0,1,675,216830,216156,0,1092,326
group5476,3207-4,3207-4_06337,unitig_0,94.1,695,37,4,1,693,217644,216952,0,1053,327
group5475,3212-9,3212-9_05553,unitig_0,96.53,750,26,0,1,750,218632,217883,0,1242,328
group5693,3215-12,3215-12_03842,unitig_0,94.76,630,33,0,1,630,218861,219490,0,981,329
group5694,3208-5,3208-5_04586,unitig_0,93.74,495,30,1,1,494,219487,219981,0,741,330
group5695,3209-6,3209-6_03758,unitig_0,96.17,705,27,0,1,705,220716,220012,0,1153,331
group5696,3209-6,3209-6_03757,unitig_0,95.52,1050,47,0,1,1050,220955,222004,0,1679,332
group3545,3215-12,3215-12_03846,unitig_0,96.32,408,15,0,1,408,221597,222004,0,671,333
group5697,3208-5,3208-5_04583,unitig_0,93.59,359,23,0,1,359,222430,222072,8.00E-153,536,334
group5698,3210-7,3210-7_05553,unitig_0,85.64,369,44,7,1,363,222871,222506,1.00E-105,379,335
group5699,3209-6,3209-6_03754,unitig_0,94.05,756,45,0,1,756,223680,222925,0,1147,336
group14459,3273-78,3273-78_06644,unitig_0,95.71,70,3,0,1,70,223802,223733,4.00E-26,113,337
group11900,3330-131,3330-131_04560,unitig_0,90.38,104,9,1,13,116,223834,223732,9.00E-33,135,338
group4257,3208-5,3208-5_04580,unitig_0,96.61,1504,49,2,1,1503,223919,225421,0,2494,339
group4256,3211-8,3211-8_01024,unitig_0,93.67,1122,71,0,1,1122,225485,226606,0,1679,340
group4255,3215-12,3215-12_05190,unitig_0,96.12,696,27,0,1,696,226603,227298,0,1136,341
group4254,3208-5,3208-5_04577,unitig_0,94.98,438,22,0,1,438,227816,227379,0,688,342
group18992,3404-170B,3404-170B_01788,unitig_0,96.2,342,12,1,1,342,228131,228471,2.00E-159,558,343
group5928,3212-9,3212-9_05565,unitig_0,94.51,710,39,0,1,710,228131,228840,0,1096,344
group18415,3404-170B,3404-170B_01789,unitig_0,99.71,345,1,0,1,345,228497,228841,0,632,345
group4253,3211-8,3211-8_01028,unitig_0,97.09,447,13,0,1,447,229351,228905,0,754,346
group4252,3208-5,3208-5_04574,unitig_0,97.63,1644,39,0,1,1644,231628,229985,0,2820,347
group4251,3213-10,3213-10_03292,unitig_0,99.33,297,2,0,1,297,231997,231701,2.00E-153,538,348
group4246,3209-6,3209-6_03743,unitig_0,95.75,2892,123,0,1,2892,234539,237430,0,4660,349
group4245,3214-11,3214-11_01168,unitig_0,95.24,630,30,0,1,630,237564,238193,0,998,350
group4244,3208-5,3208-5_04568,unitig_0,95.42,437,20,0,1,437,238681,238245,0,697,351
group4243,3214-11,3214-11_01170,unitig_0,92.44,1733,131,0,1,1733,238772,240504,0,2475,352
group4242,3207-4,3207-4_06360,unitig_0,95.54,561,25,0,1,561,240873,241433,0,898,353
group4241,3210-7,3210-7_05570,unitig_0,94.78,881,46,0,1,881,241446,242326,0,1373,354
group9890,3298-103,3298-103_00217,unitig_0,93.55,62,4,0,719,780,242429,242490,5.00E-19,93.5,355
group15970,3250-52,3250-52_07082,unitig_0,97.06,34,1,0,64,97,242463,242430,2.00E-09,58.4,356
group10215,3278-83,3278-83_03533,unitig_0,93.55,62,4,0,461,522,242490,242429,3.00E-19,93.5,357
group5927,3240-42,3240-42_00534,unitig_0,99.27,546,4,0,1,546,243080,242535,0,987,358
group5926,3240-42,3240-42_00533,unitig_0,99.73,372,1,0,1,372,243455,243084,0,682,359
group4240,3210-7,3210-7_05575,unitig_0,95.65,1839,79,1,1,1838,245464,243626,0,2952,360
group4239,3211-8,3211-8_01044,unitig_0,94.83,1334,69,0,1,1334,245553,246886,0,2082,361
group4238,3207-4,3207-4_06367,unitig_0,91.73,810,67,0,1,810,247082,247891,0,1125,362
group2327,3209-6,3209-6_01967,unitig_0,100,30,0,0,244,273,247352,247381,6.00E-08,56.5,363
group4237,3213-10,3213-10_03277,unitig_0,94.65,243,13,0,1,243,247954,248196,3.00E-105,377,364
group4236,3207-4,3207-4_06369,unitig_0,94.09,1320,78,0,1,1320,248374,249693,0,2006,365
group4235,3211-8,3211-8_01048,unitig_0,93.36,723,48,0,1,723,249703,250425,0,1070,366
group4234,3210-7,3210-7_05581,unitig_0,93.93,1070,65,0,1,1070,250529,251598,0,1616,367
group5791,3213-10,3213-10_03273,unitig_0,94.69,885,47,0,1,885,252538,251654,0,1375,368
group5792,3215-12,3215-12_05163,unitig_0,96.6,1059,36,0,1,1059,252638,253696,0,1757,369
group16124,3381-156,3381-156_07516,unitig_0,97.07,273,8,0,1,273,253693,253965,5.00E-130,460,370
group5925,3211-8,3211-8_01052,unitig_0,96.34,765,28,0,1,765,253693,254457,0,1258,371
group4813,3210-7,3210-7_05585,unitig_0,95.97,918,37,0,1,918,254536,255453,0,1491,372
group4812,3208-5,3208-5_04550,unitig_0,96.97,231,7,0,1,231,255921,255691,1.00E-108,388,373
group4811,3208-5,3208-5_04549,unitig_0,95.29,1803,85,0,1,1803,257895,256093,0,2859,374
group4810,3210-7,3210-7_05588,unitig_0,93.84,1722,106,0,1,1722,258079,259800,0,2593,375
group4809,3207-4,3207-4_06379,unitig_0,93.99,1365,82,0,1,1365,260132,261496,0,2067,376
group4808,3215-12,3215-12_05155,unitig_0,93.56,606,39,0,1,606,262155,261550,0,904,377
group4807,3213-10,3213-10_03264,unitig_0,94.26,888,51,0,1,888,263276,262389,0,1358,378
group4806,3213-10,3213-10_03263,unitig_0,95.95,642,26,0,1,642,263914,263273,0,1042,379
group4805,3215-12,3215-12_05152,unitig_0,94.23,918,53,0,1,918,264845,263928,0,1402,380
group4804,3211-8,3211-8_01062,unitig_0,93.93,774,47,0,1,774,265618,264845,0,1170,381
group4803,3208-5,3208-5_04541,unitig_0,92.61,798,59,0,1,798,265721,266518,0,1147,382
group4802,3213-10,3213-10_03259,unitig_0,97.28,735,20,0,1,735,266773,267507,0,1247,383
group4801,3212-9,3212-9_05603,unitig_0,95.12,1167,45,6,1,1161,268150,269310,0,1829,384
group8677,3248-50,3248-50_01226,unitig_0,100,237,0,0,1,237,269830,269594,1.00E-123,438,385
group4800,3212-9,3212-9_05604,unitig_0,94.68,978,52,0,1,978,269870,270847,0,1519,386
group4799,3215-12,3215-12_05146,unitig_0,96.42,1899,68,0,1,1899,270866,272764,0,3131,387
group4798,3208-5,3208-5_04536,unitig_0,93.8,1194,74,0,1,1194,272964,274157,0,1796,388
group4797,3210-7,3210-7_07349,unitig_0,96.1,333,13,0,1,333,274429,274761,4.00E-155,544,389
group4796,3214-11,3214-11_01203,unitig_0,95.75,753,32,0,1,753,274824,275576,0,1214,390
group4795,3213-10,3213-10_06724,unitig_0,100,228,0,0,1,228,275644,275871,1.00E-118,422,391
group4794,3211-8,3211-8_01072,unitig_0,97.6,624,15,0,1,624,275949,276572,0,1070,392
group4793,3209-6,3209-6_06929,unitig_0,96.73,489,16,0,1,489,276576,277064,0,815,393
group9155,3315-120,3315-120_04812,unitig_0,81.37,161,24,6,90,245,277189,277348,3.00E-29,126,394
group7156,3242-44,3242-44_00823,unitig_0,78.67,286,45,13,121,398,277242,277519,4.00E-44,176,395
group14020,3234-36,3234-36_05808,unitig_0,88,75,9,0,299,373,277296,277370,4.00E-18,89.8,396
group14819,3393-164C,3393-164C_07076,unitig_0,88.37,86,7,3,290,373,277435,277519,2.00E-21,100,397
group10578,3273-78,3273-78_00672,unitig_0,87.3,63,3,5,39,100,277444,277502,1.00E-11,67.6,398
group12438,3377-154C,3377-154C_00674,unitig_0,86.49,74,6,2,4,77,277448,277517,3.00E-15,78.7,399
group5071,3214-11,3214-11_07058,unitig_0,94.06,690,41,0,1,690,278259,277570,0,1048,400
group5072,3214-11,3214-11_07059,unitig_0,94.04,1158,69,0,1,1158,279718,278561,0,1757,401
group5073,3207-4,3207-4_06398,unitig_0,95.18,519,25,0,1,519,279858,280376,0,821,402
group5074,3210-7,3210-7_07027,unitig_0,95.5,311,14,0,25,335,280567,280877,3.00E-141,497,403
group5075,3211-8,3211-8_07327,unitig_0,94.74,551,29,0,1,551,281556,281006,0,857,404
group12907,3214-11,3214-11_00506,unitig_0,95.45,66,3,0,65,130,282419,282484,1.00E-23,106,405
group5077,3214-11,3214-11_07064,unitig_0,96.07,1833,72,0,1,1833,284363,282531,0,2987,406
group5078,3212-9,3212-9_07459,unitig_0,97.05,1017,30,0,1,1017,285514,284498,0,1712,407
group5079,3209-6,3209-6_06919,unitig_0,96.93,228,7,0,1,228,285623,285850,6.00E-107,383,408
group5080,3209-6,3209-6_06918,unitig_0,96.15,754,25,3,8,759,285870,286621,0,1229,409
group5081,3213-10,3213-10_06710,unitig_0,93.29,1341,90,0,1,1341,288027,286687,0,1978,410
group5082,3214-11,3214-11_07069,unitig_0,94.77,861,45,0,1,861,288226,289086,0,1341,411
group5083,3210-7,3210-7_07018,unitig_0,94.44,180,10,0,13,192,289117,289296,3.00E-75,278,412
group19786,3373-153C,3373-153C_00697,unitig_0,100,40,0,0,29,68,289335,289374,3.00E-14,75,413
group16175,3268-72,3268-72_00611,unitig_0,100,37,0,0,20,56,289337,289373,2.00E-12,69.4,414
group8806,3285-90,3285-90_02288,unitig_0,97.3,37,1,0,17,53,289373,289337,7.00E-11,63.9,415
group5084,3209-6,3209-6_06914,unitig_0,94.53,932,51,0,1,932,289591,290522,0,1439,416
group11385,3242-44,3242-44_05809,unitig_0,99.94,1735,1,0,1,1735,290695,292429,0,3199,417
group8510,3216-13,3216-13_02334,unitig_0,99.29,280,2,0,447,726,292427,292706,1.00E-143,507,418
group14534,3316-121A,3316-121A_07018,unitig_0,97.22,216,6,0,1,216,292491,292706,6.00E-102,366,419
group19471,3317-121B,3317-121B_06964,unitig_0,98.95,95,1,0,1,95,292491,292585,6.00E-43,171,420
group4150,3215-12,3215-12_04300,unitig_0,99.34,152,1,0,1,152,292574,292423,3.00E-74,276,421
group19469,3317-121B,3317-121B_06961,unitig_0,95.71,233,10,0,1,233,292724,292956,3.00E-104,375,422
group13580,3217-14,3217-14_05750,unitig_0,99.2,375,3,0,1,375,292822,292448,0,676,423
group8001,3225-22,3225-22_06958,unitig_0,99.59,489,2,0,1,489,292936,292448,0,893,424
group5874,3224-21,3224-21_07170,unitig_0,98.77,81,1,0,292,372,292961,292881,6.00E-35,145,425
group18401,3381-156,3381-156_07704,unitig_0,94.7,283,14,1,1,282,292969,292687,2.00E-123,438,426
group14979,3363-149B,3363-149B_05811,unitig_0,99.76,834,2,0,1,834,293281,292448,0,1530,427
group18377,3381-156,3381-156_07820,unitig_0,99.72,362,1,0,1,362,293281,292920,0,664,428
group5085,3211-8,3211-8_07316,unitig_0,93.48,552,36,0,1,552,293478,294029,0,821,429
group5086,3211-8,3211-8_07315,unitig_0,94.06,1263,75,0,1,1263,294121,295383,0,1917,430
group5923,3212-9,3212-9_07327,unitig_0,92.45,1934,146,0,1,1934,295420,297353,0,2763,431
group10392,3220-17,3220-17_07080,unitig_0,93.79,644,40,0,5,648,296552,295909,0,968,432
group13833,3219-16,3219-16_05454,unitig_0,91.52,224,19,0,1,224,296810,296587,1.00E-84,309,433
group4923,3209-6,3209-6_03709,unitig_0,94.76,1279,65,2,1,1278,297419,298696,0,1989,434
group4922,3209-6,3209-6_03708,unitig_0,90.02,461,46,0,1,461,298796,299256,4.00E-171,597,435
group8466,3292-97,3292-97_05324,unitig_0,95.67,1156,50,0,618,1773,300311,301466,0,1858,436
group5164,3213-10,3213-10_05781,unitig_0,86.67,180,23,1,1310,1489,301003,301181,2.00E-50,198,437
group1855,3211-8,3211-8_01887,unitig_0,89.08,174,19,0,1279,1452,301005,301178,6.00E-56,217,438
group8374,3330-131,3330-131_05370,unitig_0,94.22,173,10,0,1,173,301344,301516,2.00E-71,265,439
group15477,3336-135A,3336-135A_04170,unitig_0,95.21,188,9,0,7,194,301444,301257,2.00E-81,298,440
group4920,3207-4,3207-4_00941,unitig_0,92.61,487,36,0,1,487,302141,301655,0,701,441
group4919,3214-11,3214-11_05704,unitig_0,94.23,2116,120,2,1,2115,304314,302200,0,3230,442
group4918,3214-11,3214-11_05703,unitig_0,95.71,2310,99,0,1,2310,304534,306843,0,3718,443
group4917,3209-6,3209-6_03703,unitig_0,95.48,1260,57,0,1,1260,306977,308236,0,2012,444
group4916,3210-7,3210-7_07189,unitig_0,87.88,586,63,5,1,582,308304,308885,0,682,445
group10502,3290-95,3290-95_00912,unitig_0,96.61,59,1,1,127,185,308933,308990,4.00E-20,97.1,446
group5105,3209-6,3209-6_00848,unitig_0,95.83,48,1,1,22,69,308941,308987,3.00E-14,76.8,447
group10958,3295-100,3295-100_07349,unitig_0,94.32,88,4,1,565,651,308947,308860,2.00E-31,134,448
group17650,3370-152B,3370-152B_00854,unitig_0,95.24,42,1,1,310,351,308987,308947,4.00E-11,65.8,449
group15317,3399-168A,3399-168A_01608,unitig_0,90,80,5,2,38,117,309009,308933,2.00E-21,100,450
group9673,3385-158,3385-158_04189,unitig_0,83.33,84,9,5,85,166,309050,309130,1.00E-13,73.1,451
group14936,3218-15,3218-15_06593,unitig_0,88.42,95,6,4,37,129,309066,309157,4.00E-24,110,452
group16294,3345-140B,3345-140B_05659,unitig_0,92.96,71,4,1,56,125,309089,309159,2.00E-22,102,453
group302,3207-4,3207-4_00222,unitig_0,97.67,43,1,0,815,857,309134,309092,3.00E-13,75,454
group4915,3212-9,3212-9_07453,unitig_0,94.59,813,44,0,1,813,309288,310100,0,1258,455
group4914,3207-4,3207-4_00935,unitig_0,94.64,971,48,3,1,969,310250,311218,0,1502,456
group14759,3393-164C,3393-164C_06863,unitig_0,94.89,313,15,1,1,312,312244,311932,2.00E-138,488,457
group6745,3251-53,3251-53_05488,unitig_0,99.59,978,4,0,1,978,312244,311267,0,1784,458
group4108,3244-46,3244-46_00043,unitig_0,96.24,505,18,1,6,510,312291,312794,0,826,459
group4913,3213-10,3213-10_06407,unitig_0,97.5,560,14,0,1,560,313537,312978,0,957,460
group4912,3212-9,3212-9_07450,unitig_0,96.61,3396,115,0,1,3396,313772,317167,0,5635,461
group4911,3208-5,3208-5_05031,unitig_0,94.68,1428,72,4,6,1431,318836,317411,0,2213,462
group4910,3208-5,3208-5_05032,unitig_0,90.87,975,89,0,1,975,319924,318950,0,1308,463
group1613,3212-9,3212-9_07447,unitig_0,93.6,609,39,0,1,609,320636,320028,0,909,464
group10521,3307-112,3307-112_07142,unitig_0,98.53,273,4,0,1,273,320684,320956,7.00E-137,483,465
group1614,3211-8,3211-8_07119,unitig_0,97.67,1243,29,0,1,1243,321056,322298,0,2135,466
group1615,3214-11,3214-11_05692,unitig_0,91.15,486,37,4,1,480,322529,323014,0,654,467
group7650,3247-49,3247-49_04653,unitig_0,78.82,170,25,9,29,190,323049,323215,2.00E-22,104,468
group11602,3316-121A,3316-121A_07391,unitig_0,97.67,43,1,0,98,140,323091,323049,4.00E-14,75,469
group14016,3234-36,3234-36_01676,unitig_0,90,90,7,1,1,88,323130,323041,6.00E-26,115,470
group1616,3213-10,3213-10_06414,unitig_0,94.88,996,51,0,1,996,324294,323299,0,1557,471
group1617,3215-12,3215-12_05212,unitig_0,94.06,1786,105,1,1,1785,324503,326288,0,2710,472
group3018,3215-12,3215-12_06455,unitig_0,76.3,346,72,9,475,815,324968,325308,1.00E-43,176,473
group1618,3212-9,3212-9_06706,unitig_0,91.4,756,65,0,1,756,326291,327046,0,1037,474
group1619,3207-4,3207-4_00924,unitig_0,95.57,994,44,0,12,1005,328102,327109,0,1592,475
group1620,3210-7,3210-7_05949,unitig_0,95.05,1252,60,2,1,1251,329372,328122,0,1967,476
group1621,3207-4,3207-4_00921,unitig_0,96.95,786,24,0,1,786,330154,329369,0,1319,477
group1622,3207-4,3207-4_00920,unitig_0,92.86,1008,60,6,1,996,330248,331255,0,1452,478
group4907,3211-8,3211-8_05134,unitig_0,75.59,721,160,14,1375,2087,332465,333177,1.00E-93,342,479
group16170,3320-123,3320-123_06604,unitig_0,95.63,1007,44,0,1,1007,332473,331467,0,1616,480
group1500,3207-4,3207-4_06767,unitig_0,80.08,497,87,11,1084,1574,332705,333195,9.00E-99,359,481
group7710,3213-10,3213-10_05935,unitig_0,94.24,573,33,0,1,573,332837,333409,0,876,482
group1624,3212-9,3212-9_06699,unitig_0,96.19,1914,72,1,1,1913,335548,333635,0,3129,483
group1625,3210-7,3210-7_05954,unitig_0,95.56,923,39,2,1,922,336706,335785,0,1476,484
group1626,3207-4,3207-4_00916,unitig_0,92.71,768,56,0,1,768,337637,336870,0,1109,485
group1627,3209-6,3209-6_03680,unitig_0,97.22,252,7,0,1,252,337975,337724,3.00E-120,427,486
group1628,3210-7,3210-7_05957,unitig_0,97.12,936,27,0,1,936,338913,337978,0,1580,487
group1629,3212-9,3212-9_06694,unitig_0,96.52,402,14,0,1,402,339200,339601,0,665,488
group1630,3211-8,3211-8_07101,unitig_0,95.39,672,31,0,1,672,341139,340468,0,1070,489
group1631,3212-9,3212-9_06692,unitig_0,95.51,1426,59,3,1,1425,342562,341141,0,2274,490
group1632,3213-10,3213-10_05944,unitig_0,95.74,822,35,0,1,822,343428,342607,0,1325,491
group1633,3210-7,3210-7_05962,unitig_0,97.22,828,23,0,1,828,344248,343421,0,1402,492
group1634,3211-8,3211-8_07097,unitig_0,95.68,1041,45,0,1,1041,345298,344258,0,1674,493
group1635,3208-5,3208-5_05056,unitig_0,94.63,1135,59,2,1,1134,346437,345304,0,1757,494
group1636,3209-6,3209-6_03671,unitig_0,95.61,933,41,0,1,933,347044,347976,0,1496,495
group1637,3207-4,3207-4_00905,unitig_0,95.82,813,34,0,1,813,348042,348854,0,1314,496
group1638,3211-8,3211-8_07093,unitig_0,94.08,1132,65,2,1,1131,348943,350073,0,1718,497
group1639,3208-5,3208-5_05060,unitig_0,92.64,747,55,0,1,747,350235,350981,0,1075,498
group15811,3273-78,3273-78_05869,unitig_0,91.02,323,29,0,1,323,351242,351564,7.00E-123,436,499
group1646,3214-11,3214-11_05657,unitig_0,91.78,1545,127,0,1,1545,351242,352786,0,2150,500
group14832,3347-141B,3347-141B_03780,unitig_0,97.75,222,5,0,1,222,352952,353173,6.00E-107,383,501
group12390,3329-130B,3329-130B_05614,unitig_0,95.56,90,4,0,1,90,353094,353183,1.00E-35,145,502
group1647,3214-11,3214-11_05656,unitig_0,90.27,1141,109,2,1,1140,354465,353326,0,1491,503
group1648,3212-9,3212-9_06672,unitig_0,92.55,792,59,0,1,792,355253,354462,0,1136,504
group1649,3207-4,3207-4_00890,unitig_0,92.22,501,39,0,1,501,355892,355392,0,710,505
