,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
4241,group5730|3206-3|3206-3_00520,unitig_0_chrom|quiver,100.0,369,0,0,1,369,191293,191661,0.0,682.0,group5730,3206-3,3206-3_00520
4242,group5731|3206-3|3206-3_00519,unitig_0_chrom|quiver,100.0,204,0,0,1,204,191987,191784,2.69e-105,377.0,group5731,3206-3,3206-3_00519
4243,group5732|3206-3|3206-3_00518,unitig_0_chrom|quiver,100.0,666,0,0,1,666,192649,191984,0.0,1230.0,group5732,3206-3,3206-3_00518
4244,group5733|3206-3|3206-3_00517,unitig_0_chrom|quiver,100.0,819,0,0,1,819,193626,192808,0.0,1513.0,group5733,3206-3,3206-3_00517
4245,group5734|3206-3|3206-3_00516,unitig_0_chrom|quiver,100.0,195,0,0,1,195,193657,193851,2.57e-100,361.0,group5734,3206-3,3206-3_00516
4143,group5592|3206-3|3206-3_00515,unitig_0_chrom|quiver,100.0,1926,0,0,1,1926,194136,196061,0.0,3557.0,group5592,3206-3,3206-3_00515
4142,group5590|3206-3|3206-3_00513,unitig_0_chrom|quiver,100.0,207,0,0,1,207,196631,196425,5.87e-107,383.0,group5590,3206-3,3206-3_00513
4141,group5589|3206-3|3206-3_00512,unitig_0_chrom|quiver,100.0,384,0,0,1,384,196992,197375,0.0,710.0,group5589,3206-3,3206-3_00512
4140,group5588|3206-3|3206-3_00511,unitig_0_chrom|quiver,100.0,414,0,0,1,414,197595,198008,0.0,765.0,group5588,3206-3,3206-3_00511
4139,group5587|3206-3|3206-3_00510,unitig_0_chrom|quiver,100.0,711,0,0,1,711,198780,198070,0.0,1314.0,group5587,3206-3,3206-3_00510
4138,group5586|3206-3|3206-3_00509,unitig_0_chrom|quiver,100.0,1089,0,0,1,1089,199047,200135,0.0,2012.0,group5586,3206-3,3206-3_00509
4137,group5585|3206-3|3206-3_00508,unitig_0_chrom|quiver,100.0,1299,0,0,1,1299,200190,201488,0.0,2399.0,group5585,3206-3,3206-3_00508
4428,group6841|3206-3|3206-3_00507,unitig_0_chrom|quiver,100.0,915,0,0,1,915,201654,202568,0.0,1690.0,group6841,3206-3,3206-3_00507
4427,group6840|3206-3|3206-3_00506,unitig_0_chrom|quiver,100.0,822,0,0,1,822,202570,203391,0.0,1519.0,group6840,3206-3,3206-3_00506
4425,group6839|3206-3|3206-3_00505,unitig_0_chrom|quiver,100.0,744,0,0,1,744,203393,204136,0.0,1375.0,group6839,3206-3,3206-3_00505
4424,group6838|3206-3|3206-3_00504,unitig_0_chrom|quiver,100.0,612,0,0,1,612,204141,204752,0.0,1131.0,group6838,3206-3,3206-3_00504
3336,group4518|3206-3|3206-3_00503,unitig_0_chrom|quiver,100.0,489,0,0,1,489,204923,205411,0.0,904.0,group4518,3206-3,3206-3_00503
3337,group4519|3206-3|3206-3_00501,unitig_0_chrom|quiver,100.0,1260,0,0,1,1260,207131,205872,0.0,2327.0,group4519,3206-3,3206-3_00501
3338,group4520|3206-3|3206-3_00500,unitig_0_chrom|quiver,100.0,3774,0,0,1,3774,207301,211074,0.0,6970.0,group4520,3206-3,3206-3_00500
3339,group4521|3206-3|3206-3_00499,unitig_0_chrom|quiver,100.0,765,0,0,1,765,211973,211209,0.0,1413.0,group4521,3206-3,3206-3_00499
3340,group4522|3206-3|3206-3_00498,unitig_0_chrom|quiver,100.0,885,0,0,1,885,212854,211970,0.0,1635.0,group4522,3206-3,3206-3_00498
3341,group4523|3206-3|3206-3_00496,unitig_0_chrom|quiver,100.0,1260,0,0,1,1260,213383,214642,0.0,2327.0,group4523,3206-3,3206-3_00496
3342,group4524|3206-3|3206-3_00495,unitig_0_chrom|quiver,100.0,948,0,0,1,948,214866,215813,0.0,1751.0,group4524,3206-3,3206-3_00495
3343,group4525|3206-3|3206-3_00494,unitig_0_chrom|quiver,100.0,840,0,0,1,840,215823,216662,0.0,1552.0,group4525,3206-3,3206-3_00494
3344,group4526|3206-3|3206-3_00493,unitig_0_chrom|quiver,100.0,1059,0,0,1,1059,216659,217717,0.0,1956.0,group4526,3206-3,3206-3_00493
3350,group4528|3206-3|3206-3_00491,unitig_0_chrom|quiver,100.0,306,0,0,1,306,219109,218804,8.3e-162,566.0,group4528,3206-3,3206-3_00491
3351,group4529|3206-3|3206-3_00490,unitig_0_chrom|quiver,100.0,1062,0,0,1,1062,220367,219306,0.0,1962.0,group4529,3206-3,3206-3_00490
3352,group4530|3206-3|3206-3_00489,unitig_0_chrom|quiver,100.0,789,0,0,1,789,221168,220380,0.0,1458.0,group4530,3206-3,3206-3_00489
3353,group4531|3206-3|3206-3_00488,unitig_0_chrom|quiver,100.0,894,0,0,1,894,222058,221165,0.0,1652.0,group4531,3206-3,3206-3_00488
3354,group4532|3206-3|3206-3_00487,unitig_0_chrom|quiver,100.0,1104,0,0,1,1104,223233,222130,0.0,2039.0,group4532,3206-3,3206-3_00487
3355,group4533|3206-3|3206-3_00486,unitig_0_chrom|quiver,100.0,873,0,0,1,873,224297,223425,0.0,1613.0,group4533,3206-3,3206-3_00486
3356,group4534|3206-3|3206-3_00485,unitig_0_chrom|quiver,100.0,771,0,0,1,771,224476,225246,0.0,1424.0,group4534,3206-3,3206-3_00485
3357,group4535|3206-3|3206-3_00484,unitig_0_chrom|quiver,100.0,1563,0,0,1,1563,225366,226928,0.0,2887.0,group4535,3206-3,3206-3_00484
3358,group4536|3206-3|3206-3_00483,unitig_0_chrom|quiver,100.0,1365,0,0,1,1365,227074,228438,0.0,2521.0,group4536,3206-3,3206-3_00483
3359,group4537|3206-3|3206-3_00482,unitig_0_chrom|quiver,100.0,1386,0,0,1,1386,228638,230023,0.0,2560.0,group4537,3206-3,3206-3_00482
3360,group4538|3206-3|3206-3_00481,unitig_0_chrom|quiver,100.0,1152,0,0,1,1152,230020,231171,0.0,2128.0,group4538,3206-3,3206-3_00481
3914,group5192|3206-3|3206-3_00480,unitig_0_chrom|quiver,100.0,714,0,0,1,714,231673,232386,0.0,1319.0,group5192,3206-3,3206-3_00480
3913,group5191|3206-3|3206-3_00479,unitig_0_chrom|quiver,100.0,1401,0,0,1,1401,233859,232459,0.0,2588.0,group5191,3206-3,3206-3_00479
3912,group5190|3206-3|3206-3_00478,unitig_0_chrom|quiver,100.0,840,0,0,1,840,234223,235062,0.0,1552.0,group5190,3206-3,3206-3_00478
3911,group5189|3206-3|3206-3_00477,unitig_0_chrom|quiver,100.0,339,0,0,1,339,235134,235472,4.19e-180,627.0,group5189,3206-3,3206-3_00477
3910,group5188|3206-3|3206-3_00476,unitig_0_chrom|quiver,100.0,345,0,0,1,345,235544,235888,0.0,638.0,group5188,3206-3,3206-3_00476
3909,group5187|3206-3|3206-3_00475,unitig_0_chrom|quiver,100.0,1659,0,0,1,1659,237586,235928,0.0,3064.0,group5187,3206-3,3206-3_00475
3908,group5186|3206-3|3206-3_00474,unitig_0_chrom|quiver,100.0,1218,0,0,1,1218,238800,237583,0.0,2250.0,group5186,3206-3,3206-3_00474
3907,group5185|3206-3|3206-3_00473,unitig_0_chrom|quiver,100.0,957,0,0,1,957,239783,238827,0.0,1768.0,group5185,3206-3,3206-3_00473
3906,group5184|3206-3|3206-3_00472,unitig_0_chrom|quiver,100.0,930,0,0,1,930,240745,239816,0.0,1718.0,group5184,3206-3,3206-3_00472
3905,group5183|3206-3|3206-3_00471,unitig_0_chrom|quiver,100.0,741,0,0,1,741,240905,241645,0.0,1369.0,group5183,3206-3,3206-3_00471
1415,group2318|3206-3|3206-3_00899,unitig_0_chrom|quiver,90.385,52,3,2,103,153,242766,242816,2.65e-11,67.6,group2318,3206-3,3206-3_00899
3902,group5181|3206-3|3206-3_00469,unitig_0_chrom|quiver,100.0,1026,0,0,1,1026,243555,244580,0.0,1895.0,group5181,3206-3,3206-3_00469
3901,group5180|3206-3|3206-3_00468,unitig_0_chrom|quiver,100.0,909,0,0,1,909,244582,245490,0.0,1679.0,group5180,3206-3,3206-3_00468
3900,group5179|3206-3|3206-3_00467,unitig_0_chrom|quiver,100.0,906,0,0,1,906,246876,245971,0.0,1674.0,group5179,3206-3,3206-3_00467
3960,group5305|3206-3|3206-3_00466,unitig_0_chrom|quiver,100.0,1218,0,0,1,1218,248198,246981,0.0,2250.0,group5305,3206-3,3206-3_00466
1800,group2765|3206-3|3206-3_02672,unitig_0_chrom|quiver,87.209,86,9,2,638,722,248710,248626,4.72e-20,97.1,group2765,3206-3,3206-3_02672
3963,group5307|3206-3|3206-3_00464,unitig_0_chrom|quiver,100.0,675,0,0,1,675,249877,249203,0.0,1247.0,group5307,3206-3,3206-3_00464
3964,group5308|3206-3|3206-3_00463,unitig_0_chrom|quiver,100.0,1245,0,0,1,1245,251118,249874,0.0,2300.0,group5308,3206-3,3206-3_00463
3965,group5309|3206-3|3206-3_00462,unitig_0_chrom|quiver,100.0,1425,0,0,1,1425,251336,252760,0.0,2632.0,group5309,3206-3,3206-3_00462
3966,group5310|3206-3|3206-3_00461,unitig_0_chrom|quiver,100.0,942,0,0,1,942,253746,252805,0.0,1740.0,group5310,3206-3,3206-3_00461
3967,group5311|3206-3|3206-3_00460,unitig_0_chrom|quiver,100.0,636,0,0,1,636,254497,253862,0.0,1175.0,group5311,3206-3,3206-3_00460
3968,group5312|3206-3|3206-3_00459,unitig_0_chrom|quiver,100.0,1212,0,0,1,1212,255766,254555,0.0,2239.0,group5312,3206-3,3206-3_00459
3969,group5313|3206-3|3206-3_00458,unitig_0_chrom|quiver,100.0,708,0,0,1,708,256177,256884,0.0,1308.0,group5313,3206-3,3206-3_00458
3970,group5314|3206-3|3206-3_00457,unitig_0_chrom|quiver,100.0,762,0,0,1,762,256881,257642,0.0,1408.0,group5314,3206-3,3206-3_00457
3971,group5315|3206-3|3206-3_00456,unitig_0_chrom|quiver,100.0,621,0,0,1,621,257905,258525,0.0,1147.0,group5315,3206-3,3206-3_00456
946,group1923|3206-3|3206-3_00455,unitig_0_chrom|quiver,100.0,1191,0,0,1,1191,258607,259797,0.0,2200.0,group1923,3206-3,3206-3_00455
947,group1924|3206-3|3206-3_00454,unitig_0_chrom|quiver,100.0,1176,0,0,1,1176,259885,261060,0.0,2172.0,group1924,3206-3,3206-3_00454
948,group1925|3206-3|3206-3_00453,unitig_0_chrom|quiver,100.0,438,0,0,1,438,262031,262468,0.0,809.0,group1925,3206-3,3206-3_00453
949,group1926|3206-3|3206-3_00452,unitig_0_chrom|quiver,100.0,1026,0,0,1,1026,262486,263511,0.0,1895.0,group1926,3206-3,3206-3_00452
950,group1927|3206-3|3206-3_00451,unitig_0_chrom|quiver,100.0,525,0,0,1,525,263513,264037,0.0,970.0,group1927,3206-3,3206-3_00451
951,group1928|3206-3|3206-3_00450,unitig_0_chrom|quiver,100.0,1761,0,0,1,1761,264037,265797,0.0,3253.0,group1928,3206-3,3206-3_00450
952,group1929|3206-3|3206-3_00449,unitig_0_chrom|quiver,100.0,1521,0,0,1,1521,265804,267324,0.0,2809.0,group1929,3206-3,3206-3_00449
954,group1930|3206-3|3206-3_00448,unitig_0_chrom|quiver,100.0,1434,0,0,1,1434,267321,268754,0.0,2649.0,group1930,3206-3,3206-3_00448
955,group1931|3206-3|3206-3_00447,unitig_0_chrom|quiver,100.0,1101,0,0,1,1101,268777,269877,0.0,2034.0,group1931,3206-3,3206-3_00447
956,group1932|3206-3|3206-3_00446,unitig_0_chrom|quiver,100.0,1413,0,0,1,1413,269885,271297,0.0,2610.0,group1932,3206-3,3206-3_00446
957,group1933|3206-3|3206-3_00445,unitig_0_chrom|quiver,100.0,1155,0,0,1,1155,271299,272453,0.0,2134.0,group1933,3206-3,3206-3_00445
958,group1934|3206-3|3206-3_00444,unitig_0_chrom|quiver,100.0,1125,0,0,1,1125,272460,273584,0.0,2078.0,group1934,3206-3,3206-3_00444
959,group1935|3206-3|3206-3_00443,unitig_0_chrom|quiver,100.0,1416,0,0,1,1416,273581,274996,0.0,2615.0,group1935,3206-3,3206-3_00443
960,group1936|3206-3|3206-3_00442,unitig_0_chrom|quiver,100.0,975,0,0,1,975,274993,275967,0.0,1801.0,group1936,3206-3,3206-3_00442
961,group1937|3206-3|3206-3_00441,unitig_0_chrom|quiver,100.0,930,0,0,1,930,276901,275972,0.0,1718.0,group1937,3206-3,3206-3_00441
962,group1938|3206-3|3206-3_00440,unitig_0_chrom|quiver,100.0,1314,0,0,1,1314,278328,277015,0.0,2427.0,group1938,3206-3,3206-3_00440
963,group1939|3206-3|3206-3_00439,unitig_0_chrom|quiver,100.0,687,0,0,1,687,278598,279284,0.0,1269.0,group1939,3206-3,3206-3_00439
965,group1940|3206-3|3206-3_00438,unitig_0_chrom|quiver,100.0,927,0,0,1,927,279560,280486,0.0,1712.0,group1940,3206-3,3206-3_00438
966,group1941|3206-3|3206-3_00437,unitig_0_chrom|quiver,100.0,933,0,0,1,933,280474,281406,0.0,1724.0,group1941,3206-3,3206-3_00437
967,group1942|3206-3|3206-3_00436,unitig_0_chrom|quiver,100.0,1332,0,0,1,1332,281403,282734,0.0,2460.0,group1942,3206-3,3206-3_00436
2055,group3064|3206-3|3206-3_00203,unitig_0_chrom|quiver,77.778,900,188,12,55,948,282851,283744,1.36e-154,544.0,group3064,3206-3,3206-3_00203
970,group1944|3206-3|3206-3_00434,unitig_0_chrom|quiver,100.0,957,0,0,1,957,284771,285727,0.0,1768.0,group1944,3206-3,3206-3_00434
971,group1945|3206-3|3206-3_00433,unitig_0_chrom|quiver,100.0,846,0,0,1,846,286011,286856,0.0,1563.0,group1945,3206-3,3206-3_00433
972,group1946|3206-3|3206-3_00432,unitig_0_chrom|quiver,100.0,1674,0,0,1,1674,286862,288535,0.0,3092.0,group1946,3206-3,3206-3_00432
973,group1947|3206-3|3206-3_00431,unitig_0_chrom|quiver,100.0,528,0,0,1,528,288630,289157,0.0,976.0,group1947,3206-3,3206-3_00431
974,group1948|3206-3|3206-3_00430,unitig_0_chrom|quiver,100.0,2157,0,0,1,2157,289270,291426,0.0,3984.0,group1948,3206-3,3206-3_00430
975,group1949|3206-3|3206-3_00429,unitig_0_chrom|quiver,100.0,537,0,0,1,537,291994,291458,0.0,992.0,group1949,3206-3,3206-3_00429
977,group1950|3206-3|3206-3_00428,unitig_0_chrom|quiver,100.0,660,0,0,1,660,292209,292868,0.0,1219.0,group1950,3206-3,3206-3_00428
978,group1951|3206-3|3206-3_00427,unitig_0_chrom|quiver,100.0,495,0,0,1,495,292947,293441,0.0,915.0,group1951,3206-3,3206-3_00427
979,group1952|3206-3|3206-3_00426,unitig_0_chrom|quiver,100.0,471,0,0,1,471,294083,293613,0.0,870.0,group1952,3206-3,3206-3_00426
980,group1953|3206-3|3206-3_00425,unitig_0_chrom|quiver,100.0,603,0,0,1,603,294404,295006,0.0,1114.0,group1953,3206-3,3206-3_00425
981,group1954|3206-3|3206-3_00424,unitig_0_chrom|quiver,100.0,879,0,0,1,879,295075,295953,0.0,1624.0,group1954,3206-3,3206-3_00424
982,group1955|3206-3|3206-3_00423,unitig_0_chrom|quiver,100.0,174,0,0,1,174,296437,296264,1.07e-88,322.0,group1955,3206-3,3206-3_00423
983,group1956|3206-3|3206-3_00422,unitig_0_chrom|quiver,100.0,1887,0,0,1,1887,296666,298552,0.0,3485.0,group1956,3206-3,3206-3_00422
984,group1957|3206-3|3206-3_00421,unitig_0_chrom|quiver,100.0,309,0,0,1,309,298929,298621,1.8e-163,571.0,group1957,3206-3,3206-3_00421
985,group1958|3206-3|3206-3_00420,unitig_0_chrom|quiver,100.0,732,0,0,1,732,299664,298933,0.0,1352.0,group1958,3206-3,3206-3_00420
986,group1959|3206-3|3206-3_00419,unitig_0_chrom|quiver,100.0,246,0,0,1,246,299796,300041,1.48e-128,455.0,group1959,3206-3,3206-3_00419
988,group1960|3206-3|3206-3_00418,unitig_0_chrom|quiver,100.0,1527,0,0,1,1527,300274,301800,0.0,2820.0,group1960,3206-3,3206-3_00418
989,group1961|3206-3|3206-3_00417,unitig_0_chrom|quiver,100.0,666,0,0,1,666,302561,301896,0.0,1230.0,group1961,3206-3,3206-3_00417
990,group1962|3206-3|3206-3_00416,unitig_0_chrom|quiver,100.0,627,0,0,1,627,303290,302664,0.0,1158.0,group1962,3206-3,3206-3_00416
991,group1964|3206-3|3206-3_00414,unitig_0_chrom|quiver,100.0,480,0,0,1,480,304103,303624,0.0,887.0,group1964,3206-3,3206-3_00414
992,group1965|3206-3|3206-3_00413,unitig_0_chrom|quiver,100.0,348,0,0,1,348,304505,304852,0.0,643.0,group1965,3206-3,3206-3_00413
993,group1966|3206-3|3206-3_00412,unitig_0_chrom|quiver,100.0,2490,0,0,1,2490,307369,304880,0.0,4599.0,group1966,3206-3,3206-3_00412
4315,group5945|3206-3|3206-3_00411,unitig_0_chrom|quiver,100.0,150,0,0,1,150,307571,307422,1.98e-75,278.0,group5945,3206-3,3206-3_00411
994,group1967|3206-3|3206-3_00410,unitig_0_chrom|quiver,100.0,477,0,0,1,477,307617,308093,0.0,881.0,group1967,3206-3,3206-3_00410
995,group1968|3206-3|3206-3_00409,unitig_0_chrom|quiver,100.0,1944,0,0,1,1944,308505,310448,0.0,3591.0,group1968,3206-3,3206-3_00409
996,group1969|3206-3|3206-3_00408,unitig_0_chrom|quiver,100.0,1275,0,0,1,1275,310461,311735,0.0,2355.0,group1969,3206-3,3206-3_00408
998,group1970|3206-3|3206-3_00407,unitig_0_chrom|quiver,100.0,1551,0,0,1,1551,311732,313282,0.0,2865.0,group1970,3206-3,3206-3_00407
999,group1971|3206-3|3206-3_00406,unitig_0_chrom|quiver,100.0,921,0,0,1,921,313439,314359,0.0,1701.0,group1971,3206-3,3206-3_00406
1000,group1972|3206-3|3206-3_00405,unitig_0_chrom|quiver,100.0,1209,0,0,1,1209,314628,315836,0.0,2233.0,group1972,3206-3,3206-3_00405
1001,group1973|3206-3|3206-3_00404,unitig_0_chrom|quiver,100.0,3156,0,0,1,3156,315833,318988,0.0,5829.0,group1973,3206-3,3206-3_00404
1002,group1974|3206-3|3206-3_00403,unitig_0_chrom|quiver,100.0,999,0,0,1,999,319262,320260,0.0,1845.0,group1974,3206-3,3206-3_00403
1003,group1975|3206-3|3206-3_00401,unitig_0_chrom|quiver,100.0,666,0,0,1,666,320673,321338,0.0,1230.0,group1975,3206-3,3206-3_00401
1004,group1976|3206-3|3206-3_00400,unitig_0_chrom|quiver,100.0,408,0,0,1,408,321798,321391,0.0,754.0,group1976,3206-3,3206-3_00400
1005,group1977|3206-3|3206-3_00399,unitig_0_chrom|quiver,100.0,888,0,0,1,888,321844,322731,0.0,1640.0,group1977,3206-3,3206-3_00399
1006,group1978|3206-3|3206-3_00398,unitig_0_chrom|quiver,100.0,1095,0,0,1,1095,323785,322691,0.0,2023.0,group1978,3206-3,3206-3_00398
1007,group1979|3206-3|3206-3_00397,unitig_0_chrom|quiver,100.0,903,0,0,1,903,325015,324113,0.0,1668.0,group1979,3206-3,3206-3_00397
1009,group1980|3206-3|3206-3_00396,unitig_0_chrom|quiver,100.0,1035,0,0,1,1035,325108,326142,0.0,1912.0,group1980,3206-3,3206-3_00396
1010,group1981|3206-3|3206-3_00395,unitig_0_chrom|quiver,100.0,1413,0,0,1,1413,326305,327717,0.0,2610.0,group1981,3206-3,3206-3_00395
1011,group1982|3206-3|3206-3_00394,unitig_0_chrom|quiver,100.0,3717,0,0,1,3717,327920,331636,0.0,6865.0,group1982,3206-3,3206-3_00394
1012,group1983|3206-3|3206-3_00393,unitig_0_chrom|quiver,100.0,252,0,0,1,252,331995,331744,7.01e-132,466.0,group1983,3206-3,3206-3_00393
1013,group1984|3206-3|3206-3_00392,unitig_0_chrom|quiver,100.0,195,0,0,1,195,332320,332126,2.57e-100,361.0,group1984,3206-3,3206-3_00392
1014,group1985|3206-3|3206-3_00391,unitig_0_chrom|quiver,100.0,516,0,0,1,516,332885,332370,0.0,953.0,group1985,3206-3,3206-3_00391
1015,group1987|3206-3|3206-3_00389,unitig_0_chrom|quiver,100.0,795,0,0,1,795,333487,334281,0.0,1469.0,group1987,3206-3,3206-3_00389
44,group1036|3206-3|3206-3_00388,unitig_0_chrom|quiver,100.0,519,0,0,1,519,334295,334813,0.0,959.0,group1036,3206-3,3206-3_00388
43,group1035|3206-3|3206-3_00387,unitig_0_chrom|quiver,100.0,1083,0,0,1,1083,334962,336044,0.0,2001.0,group1035,3206-3,3206-3_00387
42,group1034|3206-3|3206-3_00386,unitig_0_chrom|quiver,100.0,966,0,0,1,966,336048,337013,0.0,1784.0,group1034,3206-3,3206-3_00386
41,group1033|3206-3|3206-3_00385,unitig_0_chrom|quiver,100.0,1701,0,0,1,1701,337215,338915,0.0,3142.0,group1033,3206-3,3206-3_00385
40,group1032|3206-3|3206-3_00382,unitig_0_chrom|quiver,100.0,891,0,0,1,891,340426,339536,0.0,1646.0,group1032,3206-3,3206-3_00382
39,group1031|3206-3|3206-3_00381,unitig_0_chrom|quiver,100.0,894,0,0,1,894,340428,341321,0.0,1652.0,group1031,3206-3,3206-3_00381
38,group1030|3206-3|3206-3_00380,unitig_0_chrom|quiver,100.0,1509,0,0,1,1509,342826,341318,0.0,2787.0,group1030,3206-3,3206-3_00380
37,group1029|3206-3|3206-3_00379,unitig_0_chrom|quiver,100.0,615,0,0,1,615,342977,343591,0.0,1136.0,group1029,3206-3,3206-3_00379
36,group1028|3206-3|3206-3_00378,unitig_0_chrom|quiver,100.0,927,0,0,1,927,343613,344539,0.0,1712.0,group1028,3206-3,3206-3_00378
35,group1027|3206-3|3206-3_00377,unitig_0_chrom|quiver,100.0,2040,0,0,1,2040,346563,344524,0.0,3768.0,group1027,3206-3,3206-3_00377
34,group1026|3206-3|3206-3_00376,unitig_0_chrom|quiver,100.0,1791,0,0,1,1791,346887,348677,0.0,3308.0,group1026,3206-3,3206-3_00376
33,group1025|3206-3|3206-3_00375,unitig_0_chrom|quiver,100.0,573,0,0,1,573,348700,349272,0.0,1059.0,group1025,3206-3,3206-3_00375
32,group1024|3206-3|3206-3_00374,unitig_0_chrom|quiver,100.0,849,0,0,1,849,350200,349352,0.0,1568.0,group1024,3206-3,3206-3_00374
31,group1023|3206-3|3206-3_00373,unitig_0_chrom|quiver,100.0,594,0,0,1,594,350352,350945,0.0,1098.0,group1023,3206-3,3206-3_00373
30,group1022|3206-3|3206-3_00372,unitig_0_chrom|quiver,100.0,477,0,0,1,477,351413,350937,0.0,881.0,group1022,3206-3,3206-3_00372
29,group1021|3206-3|3206-3_00371,unitig_0_chrom|quiver,100.0,1275,0,0,1,1275,352687,351413,0.0,2355.0,group1021,3206-3,3206-3_00371
28,group1020|3206-3|3206-3_00370,unitig_0_chrom|quiver,100.0,654,0,0,1,654,352785,353438,0.0,1208.0,group1020,3206-3,3206-3_00370
27,group1019|3206-3|3206-3_00369,unitig_0_chrom|quiver,100.0,660,0,0,1,660,353435,354094,0.0,1219.0,group1019,3206-3,3206-3_00369
26,group1018|3206-3|3206-3_00368,unitig_0_chrom|quiver,100.0,369,0,0,1,369,354081,354449,0.0,682.0,group1018,3206-3,3206-3_00368
25,group1017|3206-3|3206-3_00367,unitig_0_chrom|quiver,100.0,783,0,0,1,783,355235,354453,0.0,1447.0,group1017,3206-3,3206-3_00367
24,group1016|3206-3|3206-3_00366,unitig_0_chrom|quiver,100.0,516,0,0,1,516,355747,355232,0.0,953.0,group1016,3206-3,3206-3_00366
23,group1015|3206-3|3206-3_00365,unitig_0_chrom|quiver,100.0,381,0,0,1,381,356162,355782,0.0,704.0,group1015,3206-3,3206-3_00365
21,group1014|3206-3|3206-3_00364,unitig_0_chrom|quiver,100.0,417,0,0,1,417,356722,356306,0.0,771.0,group1014,3206-3,3206-3_00364
18,group1013|3206-3|3206-3_00363,unitig_0_chrom|quiver,100.0,336,0,0,1,336,357113,356778,1.93e-178,621.0,group1013,3206-3,3206-3_00363
17,group1012|3206-3|3206-3_00362,unitig_0_chrom|quiver,100.0,552,0,0,1,552,357259,357810,0.0,1020.0,group1012,3206-3,3206-3_00362
15,group1011|3206-3|3206-3_00361,unitig_0_chrom|quiver,100.0,489,0,0,1,489,357944,358432,0.0,904.0,group1011,3206-3,3206-3_00361
14,group1010|3206-3|3206-3_00360,unitig_0_chrom|quiver,100.0,1482,0,0,1,1482,359929,358448,0.0,2737.0,group1010,3206-3,3206-3_00360
13,group1009|3206-3|3206-3_00359,unitig_0_chrom|quiver,100.0,417,0,0,1,417,360538,360122,0.0,771.0,group1009,3206-3,3206-3_00359
11,group1008|3206-3|3206-3_00358,unitig_0_chrom|quiver,100.0,756,0,0,1,756,361362,360607,0.0,1397.0,group1008,3206-3,3206-3_00358
8,group1007|3206-3|3206-3_00357,unitig_0_chrom|quiver,100.0,480,0,0,1,480,361910,361431,0.0,887.0,group1007,3206-3,3206-3_00357
7,group1006|3206-3|3206-3_00356,unitig_0_chrom|quiver,100.0,924,0,0,1,924,362061,362984,0.0,1707.0,group1006,3206-3,3206-3_00356
6,group1005|3206-3|3206-3_00355,unitig_0_chrom|quiver,100.0,1128,0,0,1,1128,363058,364185,0.0,2084.0,group1005,3206-3,3206-3_00355
5,group1004|3206-3|3206-3_00354,unitig_0_chrom|quiver,100.0,693,0,0,1,693,364973,364281,0.0,1280.0,group1004,3206-3,3206-3_00354
3,group1003|3206-3|3206-3_00353,unitig_0_chrom|quiver,100.0,753,0,0,1,753,365428,366180,0.0,1391.0,group1003,3206-3,3206-3_00353
2,group1002|3206-3|3206-3_00352,unitig_0_chrom|quiver,100.0,888,0,0,1,888,367140,366253,0.0,1640.0,group1002,3206-3,3206-3_00352
1,group1001|3206-3|3206-3_00351,unitig_0_chrom|quiver,100.0,417,0,0,1,417,367264,367680,0.0,771.0,group1001,3206-3,3206-3_00351
0,group1000|3206-3|3206-3_00350,unitig_0_chrom|quiver,100.0,1209,0,0,1,1209,368898,367690,0.0,2233.0,group1000,3206-3,3206-3_00350
4829,group999|3206-3|3206-3_00349,unitig_0_chrom|quiver,100.0,624,0,0,1,624,369632,369009,0.0,1153.0,group999,3206-3,3206-3_00349
4828,group998|3206-3|3206-3_00348,unitig_0_chrom|quiver,100.0,918,0,0,1,918,370611,369694,0.0,1696.0,group998,3206-3,3206-3_00348
4827,group997|3206-3|3206-3_00347,unitig_0_chrom|quiver,100.0,720,0,0,1,720,371559,370840,0.0,1330.0,group997,3206-3,3206-3_00347
4826,group996|3206-3|3206-3_00346,unitig_0_chrom|quiver,100.0,465,0,0,1,465,371718,372182,0.0,859.0,group996,3206-3,3206-3_00346
4825,group995|3206-3|3206-3_00345,unitig_0_chrom|quiver,100.0,1266,0,0,1,1266,372291,373556,0.0,2338.0,group995,3206-3,3206-3_00345
4824,group994|3206-3|3206-3_00344,unitig_0_chrom|quiver,100.0,1956,0,0,1,1956,373767,375722,0.0,3613.0,group994,3206-3,3206-3_00344
4823,group993|3206-3|3206-3_00343,unitig_0_chrom|quiver,100.0,1047,0,0,1,1047,376830,375784,0.0,1934.0,group993,3206-3,3206-3_00343
4822,group992|3206-3|3206-3_00342,unitig_0_chrom|quiver,100.0,909,0,0,1,909,377035,377943,0.0,1679.0,group992,3206-3,3206-3_00342
